47AP05 1210122006   51-9999-9999-9999-9999-9999  -47  -22 CP0110             
47AP05 2410122006   76-9999-9999-9999-9999-9999  -74  -19 CP0110             
48AP06 1210122006   62-9999-9999-9999-9999-9999  -55  -29 CP0110             
48AP06 2410122006   45-9999-9999-9999-9999-9999  -37   25 CP0110             
49AP07 1210122006   61-9999-9999-9999-9999-9999  -61   -3 CP0110             
49AP07 2410122006   89-9999-9999-9999-9999-9999  -77   43 CP0110             
50AP08 1210122006   87-9999-9999-9999-9999-9999  -50  -71 CP0110             
50AP08 2410122006  154-9999-9999-9999-9999-9999 -137  -71 CP0110             
51AP09 1210122006   91-9999-9999-9999-9999-9999  -90  -10 CP0110             
51AP09 2410122006   69-9999-9999-9999-9999-9999  -58   37 CP0110             
52AP10 1210122006   55-9999-9999-9999-9999-9999  -43  -35 CP0110             
52AP10 2410122006   13-9999-9999-9999-9999-9999   -1  -13 CP0110             
53AP11 1210122006   55-9999-9999-9999-9999-9999  -54  -12 CP0110             
53AP11 2410122006   30-9999-9999-9999-9999-9999  -30    3 CP0110             
54AP12 1210122006   50-9999-9999-9999-9999-9999  -39  -31 CP0110             
54AP12 2410122006   28-9999-9999-9999-9999-9999  -28   -3 CP0110             
55AP13 1210122006  106-9999-9999-9999-9999-9999 -100  -34 CP0110             
55AP13 2410122006  106-9999-9999-9999-9999-9999 -106    9 CP0110             
56AP14 1210122006   63-9999-9999-9999-9999-9999  -25  -58 CP0110             
56AP14 2410122006  162-9999-9999-9999-9999-9999 -127  -99 CP0110             
57AP15 1210122006   50-9999-9999-9999-9999-9999  -50   -9 CP0110             
57AP15 2410122006   52-9999-9999-9999-9999-9999  -52    1 CP0110             
58AP16 1210122006   81-9999-9999-9999-9999-9999  -46  -67 CP0110             
58AP16 2410122006  166-9999-9999-9999-9999-9999 -145  -80 CP0110             
59AP17 1210122006   66-9999-9999-9999-9999-9999  -66   -6 CP0110             
59AP17 2410122006   84-9999-9999-9999-9999-9999  -83   10 CP0110             
60AP18 1210122006   68-9999-9999-9999-9999-9999  -66  -14 CP0110             
60AP18 2410122006   50-9999-9999-9999-9999-9999  -39   31 CP0110             
61AP19 1210122006  106-9999-9999-9999-9999-9999  -75  -75 CP0110             
61AP19 2410122006  192-9999-9999-9999-9999-9999 -173  -82 CP0110             
62AP20 1210122006   96-9999-9999-9999-9999-9999  -63  -73 CP0110             
62AP20 2410122006  165-9999-9999-9999-9999-9999 -147  -74 CP0110             
63AEMN 1210122006   67-9999-9999-9999-9999-9999  -56  -37 CP0110             
63AEMN 2410122006   81-9999-9999-9999-9999-9999  -79  -20 CP0110             
00CARQ 0010122012    0-9999-9999-9999-9999-9999-9999-9999 CP0110             
00CARQ-0610122012   31-9999-9999-9999-9999-9999-9999-9999 CP0110             
00CARQ-1210122012   40-9999-9999-9999-9999-9999-9999-9999 CP0110             
00CARQ-1810122012   64-9999-9999-9999-9999-9999-9999-9999 CP0110             
00CARQ-2410122012   86-9999-9999-9999-9999-9999-9999-9999 CP0110             
01OFCL 1210122012   48-9999-9999-9999-9999-9999  -22  -42 CP0110             
02OFCI 1210122012   61-9999-9999-9999-9999-9999  -14  -60 CP0110             
08XTRP 1210122012  123-9999-9999-9999-9999-9999   57 -109 CP0110             
09CLIP 1210122012  135-9999-9999-9999-9999-9999   44 -128 CP0110             
10CLP5 1210122012  150-9999-9999-9999-9999-9999   31 -147 CP0110             
11BAMD 1210122012  137-9999-9999-9999-9999-9999  107   86 CP0110             
12BAMM 1210122012   39-9999-9999-9999-9999-9999   33   21 CP0110             
13BAMS 1210122012   51-9999-9999-9999-9999-9999  -30  -41 CP0110             
15FSSE 1210122012   46-9999-9999-9999-9999-9999  -26  -38 CP0110             
17HWRF 1210122012   22-9999-9999-9999-9999-9999  -17  -14 CP0110             
18HWFI 1210122012   41-9999-9999-9999-9999-9999   -9  -40 CP0110             
20GFDL 1210122012   30-9999-9999-9999-9999-9999   15  -26 CP0110             
21GFDI 1210122012   19-9999-9999-9999-9999-9999    8  -17 CP0110             
23GHMI 1210122012   19-9999-9999-9999-9999-9999    8  -17 CP0110             
25GFDT 1210122012   36-9999-9999-9999-9999-9999   28  -24 CP0110             
26GFTI 1210122012   18-9999-9999-9999-9999-9999   12  -14 CP0110             
28GFDN 1210122012  134-9999-9999-9999-9999-9999  -85 -104 CP0110             
29GFNI 1210122012  121-9999-9999-9999-9999-9999  -84  -87 CP0110             
40AVNO 1210122012  107-9999-9999-9999-9999-9999  -95  -49 CP0110             
41AVNI 1210122012   94-9999-9999-9999-9999-9999  -63  -70 CP0110             
43AP01 1210122012   79-9999-9999-9999-9999-9999  -70  -36 CP0110             
44AP02 1210122012  104-9999-9999-9999-9999-9999  -79  -68 CP0110             
45AP03 1210122012   79-9999-9999-9999-9999-9999  -70  -36 CP0110             
46AP04 1210122012   93-9999-9999-9999-9999-9999  -71  -61 CP0110             
47AP05 1210122012   45-9999-9999-9999-9999-9999  -44    9 CP0110             
48AP06 1210122012   88-9999-9999-9999-9999-9999  -67  -57 CP0110             
49AP07 1210122012   83-9999-9999-9999-9999-9999  -66  -49 CP0110             
50AP08 1210122012   83-9999-9999-9999-9999-9999  -70  -44 CP0110             
51AP09 1210122012  127-9999-9999-9999-9999-9999 -108  -68 CP0110             
52AP10 1210122012   72-9999-9999-9999-9999-9999  -58  -42 CP0110             
53AP11 1210122012   74-9999-9999-9999-9999-9999  -66  -33 CP0110             
54AP12 1210122012   99-9999-9999-9999-9999-9999  -79  -60 CP0110             
55AP13 1210122012   78-9999-9999-9999-9999-9999  -66  -41 CP0110             
56AP14 1210122012   83-9999-9999-9999-9999-9999  -66  -49 CP0110             
57AP15 1210122012   89-9999-9999-9999-9999-9999  -59  -66 CP0110             
58AP16 1210122012   71-9999-9999-9999-9999-9999  -54  -46 CP0110             
59AP17 1210122012   77-9999-9999-9999-9999-9999  -55  -55 CP0110             
60AP18 1210122012   94-9999-9999-9999-9999-9999  -79  -51 CP0110             
61AP19 1210122012  110-9999-9999-9999-9999-9999  -84  -71 CP0110             
62AP20 1210122012   99-9999-9999-9999-9999-9999  -79  -60 CP0110             
63AEMN 1210122012   83-9999-9999-9999-9999-9999  -66  -49 CP0110             
64AEMI 1210122012   58-9999-9999-9999-9999-9999  -30  -49 CP0110             
76NGPS 1210122012  113-9999-9999-9999-9999-9999  -68  -90 CP0110             
85CEMN 1210122012  145-9999-9999-9999-9999-9999 -124  -74 CP0110             
**TVCN 1210122012   63-9999-9999-9999-9999-9999  -34  -53 CP0110             
**SHIP 1210122012   61-9999-9999-9999-9999-9999   14  -59 CP0110             
**DSHP 1210122012   61-9999-9999-9999-9999-9999   14  -59 CP0110             
**LGEM 1210122012   61-9999-9999-9999-9999-9999   14  -59 CP0110             
**MRCL 1210122012   48-9999-9999-9999-9999-9999  -22  -42 CP0110             
**DRCL 1210122012   48-9999-9999-9999-9999-9999  -22  -42 CP0110             
00CARQ 0010122018    0-9999-9999-9999-9999-9999-9999-9999 CP0110             
00CARQ-0610122018    0-9999-9999-9999-9999-9999-9999-9999 CP0110             
00CARQ-1210122018   31-9999-9999-9999-9999-9999-9999-9999 CP0110             
00CARQ-1810122018   40-9999-9999-9999-9999-9999-9999-9999 CP0110             
00CARQ-2410122018   64-9999-9999-9999-9999-9999-9999-9999 CP0110             
01OFCL 1210122018   52-9999-9999-9999-9999-9999  -52    1 CP0110             
02OFCI 1210122018   44-9999-9999-9999-9999-9999  -39  -20 CP0110             
08XTRP 1210122018   72-9999-9999-9999-9999-9999   23  -68 CP0110             
09CLIP 1210122018   74-9999-9999-9999-9999-9999   52  -52 CP0110             
10CLP5 1210122018   72-9999-9999-9999-9999-9999   29  -66 CP0110             
11BAMD 1210122018   81-9999-9999-9999-9999-9999   75   33 CP0110             
12BAMM 1210122018   11-9999-9999-9999-9999-9999  -10   -4 CP0110             
13BAMS 1210122018   52-9999-9999-9999-9999-9999  -52    1 CP0110             
15FSSE 1210122018   38-9999-9999-9999-9999-9999  -36  -12 CP0110             
17HWRF 1210122018   35-9999-9999-9999-9999-9999  -27  -22 CP0110             
18HWFI 1210122018   28-9999-9999-9999-9999-9999  -28   -3 CP0110             
20GFDL 1210122018   69-9999-9999-9999-9999-9999  -54  -44 CP0110             
21GFDI 1210122018    8-9999-9999-9999-9999-9999   -3   -7 CP0110             
23GHMI 1210122018    8-9999-9999-9999-9999-9999   -3   -7 CP0110             
25GFDT 1210122018   57-9999-9999-9999-9999-9999  -37  -44 CP0110             
26GFTI 1210122018    6-9999-9999-9999-9999-9999    2   -6 CP0110             
28GFDN 1210122018  212-9999-9999-9999-9999-9999 -206  -49 CP0110             
29GFNI 1210122018  119-9999-9999-9999-9999-9999 -111  -44 CP0110             
40AVNO 1210122018   99-9999-9999-9999-9999-9999  -98  -14 CP0110             
41AVNI 1210122018   87-9999-9999-9999-9999-9999  -86  -16 CP0110             
43AP01 1210122018  106-9999-9999-9999-9999-9999 -105  -10 CP0110             
44AP02 1210122018  125-9999-9999-9999-9999-9999 -118  -40 CP0110             
45AP03 1210122018   93-9999-9999-9999-9999-9999  -91  -18 CP0110             
46AP04 1210122018  109-9999-9999-9999-9999-9999 -106  -23 CP0110             
47AP05 1210122018   81-9999-9999-9999-9999-9999  -81    4 CP0110             
48AP06 1210122018  125-9999-9999-9999-9999-9999 -102  -72 CP0110             
49AP07 1210122018  114-9999-9999-9999-9999-9999 -112  -25 CP0110             
50AP08 1210122018   92-9999-9999-9999-9999-9999  -89  -24 CP0110             
51AP09 1210122018  116-9999-9999-9999-9999-9999 -115  -13 CP0110             
52AP10 1210122018   87-9999-9999-9999-9999-9999  -80  -33 CP0110             
53AP11 1210122018  104-9999-9999-9999-9999-9999 -103  -16 CP0110             
54AP12 1210122018   87-9999-9999-9999-9999-9999  -86  -16 CP0110             
55AP13 1210122018  130-9999-9999-9999-9999-9999 -122  -47 CP0110             
56AP14 1210122018  110-9999-9999-9999-9999-9999  -97  -52 CP0110             
57AP15 1210122018  107-9999-9999-9999-9999-9999 -107   -4 CP0110             
58AP16 1210122018   99-9999-9999-9999-9999-9999  -87  -48 CP0110             
59AP17 1210122018   81-9999-9999-9999-9999-9999  -81    4 CP0110             
60AP18 1210122018   98-9999-9999-9999-9999-9999  -91  -37 CP0110             
61AP19 1210122018   98-9999-9999-9999-9999-9999  -96  -20 CP0110             
62AP20 1210122018   98-9999-9999-9999-9999-9999  -91  -37 CP0110             
63AEMN 1210122018  103-9999-9999-9999-9999-9999  -99  -27 CP0110             
64AEMI 1210122018   60-9999-9999-9999-9999-9999  -58  -13 CP0110             
68UKMI 1210122018   32-9999-9999-9999-9999-9999    0  -32 CP0110             
74UKXI 1210122018   40-9999-9999-9999-9999-9999   -4  -39 CP0110             
76NGPS 1210122018   92-9999-9999-9999-9999-9999  -85  -35 CP0110             
77NGPI 1210122018   78-9999-9999-9999-9999-9999  -48  -61 CP0110             
80NGXI 1210122018   77-9999-9999-9999-9999-9999  -57  -51 CP0110             
90EMXI 1210122018   30-9999-9999-9999-9999-9999  -22  -20 CP0110             
**TVCN 1210122018   56-9999-9999-9999-9999-9999  -48  -29 CP0110             
**SHIP 1210122018  142-9999-9999-9999-9999-9999 -139  -27 CP0110             
**DSHP 1210122018  142-9999-9999-9999-9999-9999 -139  -27 CP0110             
**LGEM 1210122018  142-9999-9999-9999-9999-9999 -139  -27 CP0110             
**MRCL 1210122018   52-9999-9999-9999-9999-9999  -52    1 CP0110             
**DRCL 1210122018   52-9999-9999-9999-9999-9999  -52    1 CP0110             
00CARQ 0010122100    0-9999-9999-9999-9999-9999-9999-9999 CP0110             
00CARQ-0610122100    0-9999-9999-9999-9999-9999-9999-9999 CP0110             
00CARQ-1210122100    0-9999-9999-9999-9999-9999-9999-9999 CP0110             
00CARQ-1810122100   31-9999-9999-9999-9999-9999-9999-9999 CP0110             
00CARQ-2410122100   40-9999-9999-9999-9999-9999-9999-9999 CP0110             
00CARQ 0010122106    0-9999-9999-9999-9999-9999-9999-9999 CP0110             
00CARQ-0610122106    0-9999-9999-9999-9999-9999-9999-9999 CP0110             
00CARQ-1210122106    0-9999-9999-9999-9999-9999-9999-9999 CP0110             
00CARQ-1810122106    0-9999-9999-9999-9999-9999-9999-9999 CP0110             
00CARQ-2410122106   31-9999-9999-9999-9999-9999-9999-9999 CP0110             
