EP, B5, 2010090312, 01, CARQ, -24, 141N,  934W,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, BAMS,  24, 167N,  955W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, BAMS,  36, 177N,  963W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, BAMS,  48, 188N,  970W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, BAMS,  60, 199N,  978W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, BAMS,  72, 213N,  986W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, BAMS,  84, 226N,  996W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, BAMS,  96, 238N, 1006W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, BAMS, 108, 249N, 1018W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, BAMS, 120, 258N, 1028W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, BAMS, 132, 265N, 1037W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, BAMS, 144, 276N, 1044W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, BAMS, 156, 284N, 1046W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, BAMS, 168, 295N, 1045W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, CLIP,  12, 153N,  944W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, CLIP,  24, 160N,  950W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, CLIP,  36, 170N,  961W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, CLIP,  48, 181N,  973W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, CLIP,  60, 191N,  986W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, CLIP,  72, 204N, 1000W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, CLP5,  12, 153N,  944W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, CLP5,  24, 159N,  948W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, CLP5,  36, 165N,  952W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, CLP5,  48, 172N,  960W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, CLP5,  60, 179N,  965W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, CLP5,  72, 185N,  972W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, CLP5,  84, 192N,  981W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, CLP5,  96, 197N,  990W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, CLP5, 108, 201N,  999W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, CLP5, 120, 205N, 1006W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, DRCL,   0, 149N,  941W,  30,    0, TD,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, DRCL,  12, 155N,  946W,  35,    0, TS,  34, NEQ,   35,    0,    0,    0, 
EP, B5, 2010090318, 03, DRCL,  24, 168N,  956W,  30,    0, TD,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, DSHP,   0, 148N,  942W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, DSHP,  12, 158N,  952W,  39,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, DSHP,  24, 170N,  960W,  31,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, DSHP,  36, 179N,  967W,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, DSHP,  48, 187N,  970W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, DSHP,  60, 195N,  972W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, DSHP,  72, 207N,  975W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, DSHP,  84, 220N,  980W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, DSHP,  96, 235N,  988W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, DSHP, 108, 250N,  996W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, DSHP, 120, 264N, 1004W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, EMXI,   0, 149N,  941W,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, EMXI,  12, 159N,  948W,  24,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, EMXI,  24, 170N,  957W,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, EMXI,  36, 183N,  969W,  16,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, IVCN,   0,   0N,    0W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, IVCN,  12,   0N,    0W,  37,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, IVCN,  24,   0N,    0W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, IVCN,  36,   0N,    0W,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, IVCN,  48,   0N,    0W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, IVCN,  60,   0N,    0W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, IVCN,  72,   0N,    0W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, IVCN,  84,   0N,    0W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, IVCN,  96,   0N,    0W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, IVCN, 108,   0N,    0W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, IVCN, 120,   0N,    0W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LBAR,   0, 148N,  942W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LBAR,  12, 156N,  950W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LBAR,  24, 170N,  961W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LBAR,  36, 185N,  971W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LBAR,  48, 197N,  982W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LBAR,  60, 212N,  991W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LBAR,  72, 225N, 1000W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LBAR,  84, 249N, 1005W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LBAR,  96, 272N, 1005W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LBAR, 108, 295N,  996W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LBAR, 120, 313N,  982W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LGEM,   0, 148N,  942W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LGEM,  12, 158N,  952W,  35,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LGEM,  24, 170N,  960W,  29,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LGEM,  36, 179N,  967W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LGEM,  48, 187N,  970W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LGEM,  60, 195N,  972W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LGEM,  72, 207N,  975W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LGEM,  84, 220N,  980W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LGEM,  96, 235N,  988W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LGEM, 108, 250N,  996W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, LGEM, 120, 264N, 1004W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, NGXI,   0, 149N,  941W,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, NGXI,  12, 155N,  945W,  29,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, NGXI,  24, 159N,  945W,  26,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, NGXI,  36, 164N,  949W,  24,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, NGXI,  48, 166N,  958W,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, NGXI,  60, 172N,  968W,  26,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, NGXI,  72, 181N,  976W,  21,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, NGXI,  84, 185N,  982W,  17,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, NGXI,  96, 185N,  986W,  13,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, OFCL,   0, 149N,  941W,  30,    0, TD,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,  40,   0, 
EP, B5, 2010090318, 03, OFCL,  12, 155N,  946W,  35,    0, TS,  34, NEQ,   45,   45,   30,   45,    0,    0,   0,  45,   0, 
EP, B5, 2010090318, 03, OFCL,  24, 168N,  956W,  30,    0, TD,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,  40,   0, 
EP, B5, 2010090318, 03, SHF5,   0,   0N,    0W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHF5,  12,   0N,    0W,  38,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHF5,  24,   0N,    0W,  50,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHF5,  36,   0N,    0W,  62,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHF5,  48,   0N,    0W,  69,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHF5,  60,   0N,    0W,  66,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHF5,  72,   0N,    0W,  67,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHF5,  84,   0N,    0W,  68,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHF5,  96,   0N,    0W,  67,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHF5, 108,   0N,    0W,  64,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHF5, 120,   0N,    0W,  62,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHFR,  12,   0N,    0W,  38,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHFR,  24,   0N,    0W,  47,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHFR,  36,   0N,    0W,  55,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHFR,  48,   0N,    0W,  61,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHFR,  60,   0N,    0W,  65,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHFR,  72,   0N,    0W,  67,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHIP,   0, 148N,  942W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHIP,  12, 158N,  952W,  39,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHIP,  24, 170N,  960W,  45,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHIP,  36, 179N,  967W,  54,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHIP,  48, 187N,  970W,  60,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHIP,  60, 195N,  972W,  67,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHIP,  72, 207N,  975W,  73,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHIP,  84, 220N,  980W,  71,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHIP,  96, 235N,  988W,  71,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHIP, 108, 250N,  996W,  75,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, SHIP, 120, 264N, 1004W,  75,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, UKXI,   0, 149N,  941W,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, UKXI,  12, 157N,  947W,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, UKXI,  24, 170N,  955W,  26,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, UKXI,  36, 188N,  960W,  22,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, UKXI,  48, 205N,  966W,  22,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, UKXI,  60, 219N,  973W,  24,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, UKXI,  72, 230N,  982W,  29,    0,   ,  34, NEQ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, XTRP,   0, 149N,  941W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, XTRP,  12, 151N,  942W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, XTRP,  24, 153N,  944W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, XTRP,  36, 155N,  946W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, XTRP,  48, 157N,  948W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, XTRP,  60, 159N,  950W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, XTRP,  72, 161N,  952W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, XTRP,  84, 163N,  954W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, XTRP,  96, 165N,  956W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, XTRP, 108, 167N,  958W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, XTRP, 120, 169N,  960W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, XTRP, 132, 171N,  962W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, XTRP, 144, 173N,  964W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, XTRP, 156, 175N,  966W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, XTRP, 168, 177N,  968W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, B5, 2010090318, 03, ZGFS,   0, 144N,  945W,  29, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
